,ARTIST,BORN-DIED,URL,BioText
2879,LIPPO DI DALMASIO,"(b. ca. 1350, Bologna, d. 1410, Bologna)",https://www.wga.hu/bio/l/lippo_d/biograph.html,"
Lippo di Dalmasio (originally Filippo Scannabecchi), Italian painter, mainly active in Bologna. His father was the painter Dalmasio di Jacopo Scannabecchi (c. 1320-1373), his maternal uncle was the painter Simone dei Crocifissi. Lippo is fist securely documented as a painter in Pistoia in 1377. In 1383 he was paid for a polyptych showing the Virgin and Child with Sts Benedict, Andrew, John the Baptist and Paul (lost) for the chapel of St Benedict in Santa Maria dei Servi in Pistoia, and also in 1383 he was paid for 40 torches to surround a bier."
2880,"LISAERT, Pieter III",(1574-c. 1604),https://www.wga.hu/bio/l/lisaert/biograph.html,"
Flemish painter, active in Antwerp. No other biographical data are available about him.



"
2881,"LISBOA, Antonio Francisco",(1738-1814),https://www.wga.hu/bio/l/lisboa/biograph.html,"
Brazilian sculptor and architect, son of the Portuguese architect Manuel Francisco Lisboa (active 1728-1767). He was born in Brazil of a black slave mother.  A strange disease that caused the shriveling of his hands and feet earned him the nickname of 'o Aleijadinho' (the little cripple). He built churches (church of Sao Francisco), carved altarpieces, and created wood and stone sculptures.  He reformed the wood-carving, modifying its Baroque exuberance, and he brought a new purity to architecture by reverting to the concept of harmonious space. He was also the author of much excellent statuary in the pathetic style of the great Baroque works of the past. The polychromed wood Stations of the Cross in the sanctuary of Congonhas do Campo were carved between 1796 and 1799. The  twelve stone prophets in front of the Congonhas do Campo sanctuary are his masterpieces.



"
2882,"LISIEWSKA, Anna Dorothea","(b. 1721, Berlin, d. 1782, Berlin)",https://www.wga.hu/bio/l/lisiewsk/dorothea/biograph.html,"
German painter of Polish descent. She was taught by her father, the portrait painter Georg Lisiewski (1674-1751), and received further training from Antoine Pesne in Paris. She worked for Charles-Eugene, Count of Württemberg, in Stuttgart from 1761 to 1762, and for Charles Theodore Wittelsbach, Elector Palatine of the Rhine, in Mannheim from 1763 to 1764. In 1765 she returned, via Stuttgart and Hohenzollern-Hechingen, to Paris, where in 1767 she became a member of the Académie Royale. She met Denis Diderot and Philipp Hackert, both of whom she painted, and Charles-Nicolas Cochin (ii), but, despite consistent support from Prince Galitsyn, she was unable to establish herself in Paris."
2883,"LISIEWSKA, Anna Rosina","(b. 1716, Berlin, d. 1783, Dresden)",https://www.wga.hu/bio/l/lisiewsk/rosina/biograph.html,"
German portrait painter. She was born into a family of painters of Polish noble origin. Her father, Georg Lisiewski (1674-1751), taught her painting and also taught her younger sister Anna Dorothea and her brother Christoph Friedrich (1725-1794). She later studied with the painter Antoine Pesne and learned his style of painting."
2884,"LISS, Johann","(b. ca. 1590, Oldenburg, d. 1631, Verona)",https://www.wga.hu/bio/l/liss/biograph.html,"
Johann Liss (Lys), German painter, active mainly in Italy. He trained in the Netherlands (probably in Amsterdam, possibly with Goltzius) and visited Paris before moving to Italy c.1620. Venice seems to have been the main centre of his activity, but he also worked in Rome, and Caravaggesque influence is clearly seen in such vivid and strongly lit works as Judith and Holofernes. His work enjoyed considerable popularity in Venice (where there was a dearth of talented native painters at this time) and his Vision of St Jerome in the church of San Nicola da Tolentino was much copied. It shows the remarkably free brushwork and brilliant use of high-keyed colour that were the salient features of his style and which were influential on Venetian painting when its glory revived in the 18th century. It was formerly assumed that Liss, who ranks second only to Elsheimer as the most brilliant German painter of the 17th century, perished in the Venetian plague of 1629-30, but it is now known that he died in Verona in 1631.



"
2885,"LISSE, Dirck van der","(b. 1607, Breda, d. 1669, Den Haag)",https://www.wga.hu/bio/l/lisse/biograph.html,"
Dutch painter and draughtsman. He was a pupil of Cornelis van Poelenburgh c. 1630. In 1635 the Stadholder, Prince Frederik Hendrik of Orange Nassau, commissioned him, along with van Poelenburgh, Abraham Bloemaert and Herman Saftleven, to paint a cycle of scenes based on Giovanni Battista Guarini's Il pastor fido for the restored hunting castle at Honselaarsdijk. In 1639 van der Lisse moved to The Hague, where he was a founder-member of the painters' confraternity Pictura in 1656; he became Burgomaster of the city in 1660.



"
2886,"LISSORGUES, Guillaume de",(active 1530-1556),https://www.wga.hu/bio/l/lissorgu/biograph.html,"
French mason. He was active at the Château de Graves and in Villefranche. The east wing of the Château de Bournazel is attributed to him.



"
2887,"LIXIGNOLO, Jacopo",(active 1460),https://www.wga.hu/bio/l/lixignol/biograph.html,"
Italian medalist. Nothing is known about the artist except that he signed two medals, both of them dated 1460. They portray Borso d'Este and an unknown person, Beata Maria Anna of Siena.



"
2888,"LLANOS, Fernando",(active 1506-1516 in Valencia),https://www.wga.hu/bio/l/llanos/biograph.html,"
Spanish painter. He and Fernando Yáñez (Yáñez de la Almedina) are first recorded in Valencia around 1506, painting in a style originating in Florentine art and the work of Leonardo da Vinci, although it is also recorded that in 1505 a Fernando Spagnuolo was receiving payment for work on the cartoon for Leonardo's Battle of Anghiari (1503-08; destroyed; copy, Florence, Uffizi). Although there is no documentary evidence to show that the two trained in Italy, it seems likely in the light of the innovations that they brought to Renaissance Valencian painting, including models derived from Leonardo, and a preference for scenes with monumental architecture in which figures are symmetrically arranged in parallel planes in the Italian manner. It is difficult to distinguish between the styles of the two artists, as the differences in their work are slight, although it seems that Yañez was the more gifted. He conceived his figures with greater monumentality, and his work was more classical and serene, painted with a greater clarity and breadth of composition than that of his colleague. The figures painted by Llanos are smaller and more restless and are sometimes unusually proportioned.



"
2889,"LLANOS VALDÉS, Sebastián de","(b. ca. 1605, Sevilla, d. 1677, Sevilla)",https://www.wga.hu/bio/l/llanos_v/biograph.html,"
Spanish painter. He belonged to the lesser nobility and must have possessed means sufficient for him not to have depended on income from his painting. He trained with Francisco de Herrera and had his own workshop from 1630. He was receptive to current pictorial tendencies, and his style was influenced successively by Herrera, Zurbarán, Murillo and Juan de Valdés Leal. This range of influences is reflected in his work, which is varied and uneven: while a few paintings show a careful technique, others are badly executed and of poor quality."
2890,"LOARTE, Alejandro de","(b. ca. 1597, d. 1626, Toledo)",https://www.wga.hu/bio/l/loarte/biograph.html,"
Spanish painter. The son of a painter, he was married in Madrid in 1619 but later lived and worked in Toledo, where he enjoyed a wide-ranging but short-lived career. His few extant religious paintings are mediocre, although his large, multi-figured Miracle of the Loaves and Fishes (1622; private collection) is ambitious and accomplished. His best works are still-lifes, all dating from the last four years of his life. These compositions portray objects suspended and arranged within a window-frame or on a shelf and broadly follow the format of works by Juan Sánchez Cotán and Juan van der Hamen y León, but they lack the same spatial clarity or refined sense of interval."
2891,"LOCATELLI, Andrea","(b. 1695, Roma, d. 1741, Roma)",https://www.wga.hu/bio/l/locatell/biograph.html,"
Italian painter. He received his first artistic training from his father, Giovanni Francesco Locatelli (c. 1660-1741), a little-known painter who settled in the district of Trastevere in Rome c. 1699. He then studied with Monsu Alto (d c. 1712), a painter of coastal views, few of whose works are known. After Alto's death he moved to the studio of Bernardino Fergioni (1674-c. 1738) and, lastly, to that of Biagio Puccini. His study of the human figure in the latter's studio laid the foundations of his later success as a painter of bambocciate. In 1715 he was commissioned to decorate a room in the Palazzo Ruspoli in Rome with marine scenes in gouache; he apparently painted only the figures himself and was already being paid at the rate customary for a master painter. He also decorated Prince Antonio Ottoboni's apartments in the Palazzo della Cancelleria, Rome, with landscapes (untraced), which were highly praised by Pio (1724)."
2892,"LOCCI, Augustyn","(b. 1640, Warszawa, d. 1732, Warszawa)",https://www.wga.hu/bio/l/locci/biograph.html,"
Polish architect of Italian origin. He was an amateur architect and King Jan Sobieski's secretary and artistic adviser. He received primary education from his father - a royal architect of the  house of Vasa - and then was trained by the architect Giovanni Battista Ghisleni (1600-1672). Further knowledge was supplemented by a stay in Rome (about 1680) and direct contacts at the Sobieski court with the leading architect Tylman van Gameren and other royal artists."
2893,"LOCHNER, Stefan","(b. ca. 1400, Meersburg am Bodensee, d. 1451, Köln)",https://www.wga.hu/bio/l/lochner/biograph.html,"German late Gothic painter, considered to be the greatest representative of the school of Cologne. He is known primarily for his highly mystical religious paintings.

"
2894,"LOIR, Luigi","(b. 1845, Gorritz, d. 1916, Paris)",https://www.wga.hu/bio/l/loir/biograph.html,"
French painter. Luigi Aloys François Joseph Loir was born in Gorritz, Austria of French parents. He began his first formal art education in 1853 at the Beaux-Art Academy in Paris. Upon finishing his studies in 1865, Loir had his debut in the Salon of Paris with ""Paysage a Villiers-sur Seine"" for which he received the highest acclaim. Loir then enrolled into studies under Jean Amable Amedee Pastelot (1810-1870) to become a mural painter. He became a very popular ceiling and mural painter. One of Loir's first commissions was to paint the murals and ceilings at the Chateaux du Diable in 1866."
2895,"LOIR, Nicolas-Pierre","(b. 1624, Paris, d. 1679, Paris)",https://www.wga.hu/bio/l/loir_n/biograph.html,"
French painter, brother of the silversmith and engraver Alexis Loir (1640-1713). Nicolas-Pierre Loir's masters were Simon Vouet and Sébastien Bourdon. During his stay in Italy from 1647 to 1649, he met Nicolas Poussin in Rome, an encounter that was to have a clear influence on his painting. He was accepted as an academician in 1663 (or in 1666 according to some biographers) on the recommendation of Louis XIV and Charles Le Brun. He featured in the Salon in Paris in 1673."
2896,"LOISEAU, Gustave","(b. 1865, Paris, 1935, Paris)",https://www.wga.hu/bio/l/loiseau/biograph.html,"
French painter. He was apprenticed first to a butcher and in 1880 to a house painter. It was not until 1887, when he received a small inheritance, that he was able to devote himself to painting. He spent a year studying modelling and design at the École des Arts Décoratifs in Paris and then entered the studio of the French landscape painter Fernand Just Quignon (b. 1854) for six months in 1889."
2897,"LOMAZZO, Giovan Paolo","(b. 1538, Milano, d. 1600, Milano)",https://www.wga.hu/bio/l/lomazzo/biograph.html,"
Italian painter, poet and art critics. He was born in Milan from a family emigrated from the town of Lomazzo. His early training was with Giovan Battista della Cerva in Milan. He was influenced by Michelangelo and Raphael. His few paintings include a large Allegory of the Lenten Feast for San Agostino in Piacenza (1567), an elaborate dome with Glory of Angels for the Capella Foppa in San Marco in Milan, the Fall of Simon Magus in the wall of the chapel."
2898,"LOMBARD, Lambert","(b. 1505, Liege, d. 1566, Liege)",https://www.wga.hu/bio/l/lombard/biograph.html,"
Flemish painter, draughtsman, architect, humanist and numismatist. He belonged to the generation of artists who sought to revive Flemish painting by turning to the art of antiquity and the Italian Renaissance. However, because of his northern training, he assimilated his models with difficulty and produced a hesitant form of art, one that was academic and cold. He was nonetheless an important innovator in the Low Countries through his investigation of the forms and compositions of Classical art. He also founded the first academy of art in the Low Countries and was influential through the prime role he accorded to scholarship in the training of the artist. Lombard was active as a designer of prints and as an architect, and seems to have run a large workshop, particularly in his later career. He was enormously influential on the development of art in Liège in the 16th Century, and his resolutely classicizing anti-primitive taste established a tradition which lasted in Liège throughout the following century as well."
2899,"LOMBARDI, Alfonso","(b. ca. 1487, Ferrara, d. 1537, Bologna)",https://www.wga.hu/bio/l/lombardi/biograph.html,"
Italian sculptor, active mainly in Bologna. His signed works include the Death of the Virgin (1522, Chiesa dell'Ospedale di Santa Maria della Vita, Bologna) and Stories from the Old Testament (San Petronio, Bologna). A Lamentation group in the Crypt of the Church of San Pietro, Bologna is attributed to him, He worked together with Michelangelo and Niccolò dell'Arca on the shrine of St Dominic (Arca di San Domenico) in San Petronio, Bologna. He produced many works in terracotta.



"
2900,"LOMBARDI, Giovanni Domenico","(b. 1682, Lucca, d. 1751, Lucca)",https://www.wga.hu/bio/l/lombardj/biograph.html,"
Italian painter in Lucca. He studied first with Giovanni Marracci (1637-1704) in Lucca, and then was in Lombardy and later in Venice. He returned to Lucca in 1706 and married Maria Caterina Domenici. They had four children."
2901,"LOMBARDO, Antonio","(b. ca. 1458, d. 1516, Ferrara)",https://www.wga.hu/bio/l/lombardo/antonio/biograph.html,"
Lombardo (or Lombardi), family of Italian artists, the leading Venetian sculptors of their period: Pietro and his sons Tullio and Antonio."
2902,"LOMBARDO, Girolamo","(b. ca. 1505, Ferrara, d. ca. 1586, Loreto)",https://www.wga.hu/bio/l/lombardo/girolamo/biograph.html,"
Italian sculptor and bronze-caster, son of Antonio Lombardo. According to Vasari, he was a pupil of Jacopo Sansovino and worked with Tiziano Minio and Danese Cattaneo on the decorative sculpture for Sansovino's Loggetta in the Piazza an Marco, Venice (in situ). His precise contribution is debated, but he may have executed marble reliefs of mythological subjects. Vasari also mentioned that he worked in mezzo rilievo on the decoration of Sansovino's Libreria Marciana in Venice with Cattaneo, Bartolomeo Ammannati and Tommaso Lombardo (active around 1550). He may have executed the relief panels of garlands and putti for the soffits of the Library. In 1543 he left Venice for Loreto, where he and his brother Aurelio Lombardo (1501-1561) executed a series of marble statues of Prophets for the Santa Casa in the basilica (in situ). The precise contribution of each brother is still debated."
2903,"LOMBARDO, Pietro","(b. ca. 1435, Carona, d. 1515, Venezia)",https://www.wga.hu/bio/l/lombardo/pietro/biograph.html,"
Lombardo (or Lombardi), family of Italian artists, the leading Venetian sculptors of their period: Pietro and his sons Tullio and Antonio."
2904,"LOMBARDO, Tullio","(b. ca. 1460, d. 1532, Venezia)",https://www.wga.hu/bio/l/lombardo/tullio/biograph.html,"
Lombardo (or Lombardi), family of Italian artists, the leading Venetian sculptors of their period: Pietro and his sons Tullio and Antonio."
2905,"LOMI, Aurelio","(b. 1556, Pisa, d. 1622, Pisa)",https://www.wga.hu/bio/l/lomi/biograph.html,"
Italian painter, half-brother of Orazio Gentileschi. He was a pupil of Ludovico Cigoli and Alessandro Allori in Florence and worked mainly in Tuscany and Liguria. Admitted into the Accademia del Disegno in Florence in 1578, he spent the early years of his independent career in Rome, where among his chief works were the vault frescoes of the Assunta chapel of Santa Maria in Vallicella, painted between 1587 and 1588."
2906,"LOMMELIN, Adriaen","(b. ca. 1620, Amiens, d. ca. 1673, Antwerpen)",https://www.wga.hu/bio/l/lommelin/biograph.html,"
Flemish engraver. Born at Amiens, settled in 1654 in Antwerp where he studied engraving techniques. In 1662 he was admitted as a master in the Antwerp Guild. The majority of his engravings are based upon the designs of either Peter Paul Rubens or Anthony van Dyck."
2907,"LONGHENA, Baldassare","(b. 1598, Venezia, d. 1682, Venezia)",https://www.wga.hu/bio/l/longhena/biograph.html,"
Italian architect, active mainly in his native Venice. He was a pupil of Vincenzo Scamozzi and completed Scamozzi's Procuratie Nuove in the Piazza San Marco in Venice. Among his churches are the cathedral at Chioggia (1624-47), Santa Maria degli Scalzi, Venice, with the façade by Giuseppe Sardi, and the façade of the Chiesa dell'Ospedaletto, near SS. Giovanni e Paolo. His two famous palaces, both on the Grand Canal, are the Ca' Pesaro and the Ca' Rezzonico (1660s-1750s; top floor by Giorgio Massari). Longhena's staircase in the Monastery of San Giorgio Maggiore, where two parallel flights of stairs join a common landing, became a fundamental design elaborated in the rest of Italy and Europe."
2908,"LONGHI, Alessandro","(b. 1733, Venezia, d. 1813, Venezia)",https://www.wga.hu/bio/l/longhi/alessand/biograph.html,"
Italian painter, the son of Pietro Longhi; he was a successful portraitist. He was the official portrait painter to the Venetian Academy, so that he was in a good position for compiling his Compendio delle Vite de' Pittori Veneziani Istorici (1762) with portraits etched by himself.



"
2909,"LONGHI, Pietro","(b. 1702, Venezia, d. 1785, Venezia)",https://www.wga.hu/bio/l/longhi/pietro/biograph.html,"Italian painter, the son of a goldsmith (his real surname was Pietro Falca), Pietro Longhi tried without much success to become one of the group of eighteenth-century Venetian painters so much in demand for large-scale decorations. His youthful work included frescos in the Palazzo Sagredo which reveal his lack of talent in this field. But at about the age of 40, Longhi managed to find his own creative voice which soon made him a specialist in a highly successful new genre. Drawing on his memories of youthful studies with Giuseppe Maria Crespi (an important precursor to Longhi's brand of genre painting), he began painting small canvases on everyday subjects, showing real places and people.

"
2910,"LONGHI, Barbara","(b. 1552, Ravenna, d. ca. 1638, Ravenna)",https://www.wga.hu/bio/l/longhi1/barbara/biograph.html,"
Italian painter, part of a family of painters, daughter of Luca Longhi. She assisted her father with large altarpieces and copied many of his works. Her own work often resembles his but is on a smaller scale. She was also indebted to contemporary Florentine and Bolognese painters. Of her 15 known works, 12 are small Virgin and Child compositions, which Vasari praised for their 'purity of line and soft brilliance of colour'. Her early works are simple compositions, using a limited palette and emphasizing linearity over modelling. St Catherine of Alexandria (1589; Museo d'Arte della Città, Ravenna) was painted for the monastery of Classe in Ravenna and is probably a self-portrait of the artist."
2911,"LONGHI, Francesco","(b. 1544, Ravenna, d. 1618, Ravenna)",https://www.wga.hu/bio/l/longhi1/francesc/biograph.html,"
Italian painter, miniaturist as well as a poet. He was the son of Luca Longhi and the sibling of Barbara Longhi. He worked together with his father in many projects but he was honoured by important commissions in Ravenna. Many paintings by him can be found in the Pinacoteca Comunale in Ravenna.



"
2912,"LONGHI, Luca","(b. 1507, Ravenna, d. 1580, Ravenna)",https://www.wga.hu/bio/l/longhi1/luca/biograph.html,"
Italian painter, active in and near Ravenna, He produced mainly portraits and religious paintings."
2913,"LONGHI, Martino the Elder","(b. 1534, Viggiù, d. 1591, Roma)",https://www.wga.hu/bio/l/longhi2/elder/biograph.html,"
Italian architect, part of a family of architects, the father of Onorio Longhi and the grandfather of Martino Longhi the Younger. He is also known as Martino Lunghi."
2914,"LONGHI, Onorio","(b. 1568, Viggiù, d. 1619, Roma)",https://www.wga.hu/bio/l/longhi2/onorio/biograph.html,"
Italian architect, part of a family of architects, son of Martino Longhi the Elder and father of Martino Longhi the Younger. He began as assistant for his father, and inherited the latter's commission at his death in 1591. He is described by contemporary sources as a ruthless figure, a companion of Caravaggio, together with whom he was tried for homicide in Rome in 1606, and subsequently exiled."
2915,"LONGHI, Martino the Younger","(b. 1602, Roma, d. 1669, Viggiù)",https://www.wga.hu/bio/l/longhi2/younger/biograph.html,"
Italian architect, part of a family of architects, grandson of Martino Longhi the Elder. His father, Onorio Longhi was also a prominent architect, and Martino inherited the work at San Carlo al Corso upon the death of his father in 1619. The church itself may have been designed by his grandfather. By 1625, Martino publishes a treatise on architecture. By 1625, he is a member of the Accademia di San Luca. In the 1630s he also began working in the construction of Sant'Antonio dei Portoghesi. In 1644, he designed the façade for San Giovanni Calibita. In 1646, he began construction on the striking vertical façade of Santi Vincenzo e Anastasio a Trevi. In 1650s, he worked on the reconstruction of the now destroyed Sant'Adriano."
2916,"LONGHI, Silla","(b. 1569, Viggiù, nr Varese, d. ca. 1622, Roma)",https://www.wga.hu/bio/l/longhi3/biograph.html,"
Italian sculptor, also known as Silla da Viggiù. He executed reliefs (c. 1557) for pinnacles on the façade of San Petronio, Bologna, according to Baglione. In 1568-72 he completed eight reliefs from scenes from the Life of St Sylvester for the abbey of Nonántola (Modena)."
2917,"LOO, Charles-Amédée-Philippe van","(b. 1719, Rivoli, d. 1795, Paris)",https://www.wga.hu/bio/l/loo/amedee/biograph.html,"
French painter (also known as Amédée Van Loo), part of a family of artists of Flemish origin. He studied under his father, the painter Jean-Baptiste van Loo. The young student's training adhered to traditional workshop practice with its emphasis on the copying of old masters. From this initial period of study, he quickly moved to the French Academy. In 1738, he won the Prix de Rome, which took him to Italy for three years during which time he also visited Naples and Florence. On his return to France, Amédée settled with his father in Aix-en-Provence for a period of three years."
2918,"LOO, Carle van","(b. 1705, Nice, d. 1765, Paris)",https://www.wga.hu/bio/l/loo/carle/biograph.html,"
French painter, member of a family of painters of Dutch descent working in France. The most important members of the family were Jean-Baptiste, Carle (1705-1765), the brother of Jean-Baptiste, and Louis-Michel (1707-1771), the son of Jean-Baptist.

"
2919,"LOO, César van","(b. 1743, Paris, d. 1821, Paris)",https://www.wga.hu/bio/l/loo/cesar/biograph.html,"
Jules César Denis van Loo, French painter. He was a landscape painter and occasional portraitist who represented the fourth and last generation of an illustrious dynasty of painters and draftsmen of Dutch origin. He was the son of Carle van Loo and his Italian-born wife, the opera singer Cristina Somis (1704-1785)."
2920,"LOO, Jacob van","(b. 1614, Sluis, d. 1670, Paris)",https://www.wga.hu/bio/l/loo/jacob/biograph.html,"
Painter, member of a French family of artists of Dutch origin. They were the descendants of the genre painter Jan van Loo (b Sluis, nr Bruges, 1585). His son Jacob van Loo was a history and genre painter working in Amsterdam in the Dutch tradition before moving to Paris, where he distinguished himself as a portrait painter."
2921,"LOO, Jean-Baptiste van","(b. 1684, Aix-en-Provence, d. 1745, Aix-en-Provence)",https://www.wga.hu/bio/l/loo/jean/biograph.html,"
French painter. He was instructed in art by his father Louis-Abraham van Loo, son of Jacob van Loo. Having at an early age executed several pictures for the decoration of the church and public buildings at Aix, he was employed on similar work at Toulon, which he was obliged to leave during the siege of 1707."
2922,"LOO, Louis Michel van","(b. 1707, Toulon, d. 1771, Paris)",https://www.wga.hu/bio/l/loo/louis/biograph.html,"
Van Loo, a family of painters of Dutch descent working in France, of whom the most important were Jean Baptiste, Carle and Louis Michel.

"
2923,"LOO, Frans van",(active 1607-1654 in Mechelen),https://www.wga.hu/bio/l/loo_f/biograph.html,"
Flemish sculptor. He was active in Mechelen, the most important Catholic centre of the Low-Countries, he also fulfilled many religious commissions for the nearby Vilvodre and Laeken. He was strongly influenced by Rubens and his circle, and although he was Protestant, he became one of the most characteristic masters of Catholic sculpture.



"
2924,"LOOCKEMANS, Nicolaas","(d. 1673, Den Haag)",https://www.wga.hu/bio/l/loockema/biograph.html,"
Dutch goldsmith. He was active in The Hague between 1648 and 1670. In 1667 he realized a covered goblet presented to Admiral Michiel de Ruyter for his successful raid on the English naval base at Chatham. Identical goblets were given to Cornelis de Witt, then representative of the Provincial States of Holland and Admiral Willem Joseph Ghent, second commander of the expedition.



"
2925,"LOOFS, Adam","(b. ca. 1645, The Hague, d. 1710, The Hague)",https://www.wga.hu/bio/l/loofs/biograph.html,"
Dutch silversmith. In the 1670s he worked in Paris where he became familiar with the Louis XIV style. He returned to The Hague as court goldsmith to William (Willem) of Orange. He was appointed 'Gold and silversmith-in-ordinary and steward of the silver' to Stadholder Willem III. As steward of the silver he was responsible for the custody and condition of the gold and silver objects in the palaces in The Hague and of those in the country houses of the stadholder and his wife, Princess Mary."
2926,"LOON, Theodoor, van","(b. ca. 1581, Erkelenz, d. 1667, Leuven)",https://www.wga.hu/bio/l/loon/biograph.html,"
Flemish painter. His style was developed in Rome, where he worked from 1602 to 1608, taught by, among others, the little-known Jacob de Haze (1575-1634). Van Loon was again in Rome in 1617 and 1628; during this last visit he executed a St Anne (untraced) for Santa Maria dell'Anima, the parish church of the German nation (which included the Netherlanders). Apart from these interludes, he was active mainly in Brussels and after c. 1639 also in Leuven."
2927,"LOOS, Friedrich","(b. 1797, Graz, d. 1890, Kiel)",https://www.wga.hu/bio/l/loos/biograph.html,"
Austrian painter, etcher and lithographer, working in the Biedermeier style. Between 1813 and 1816/21, he studied at the Vienna Academy with Joseph Mössmer (1780-1845) and Joseph Rebell. He also went on study tours through the Austrian Alpine regions. Thomas Ender, Johann Fischbach, Friedrich Gauermann (1807-1862), and Johann Michael Sattler (1786-1847) were fellow-students of the artist. Loos applied himself to the study of nature and of 17th-century landscape painting."
2928,"LOPES, Cristovano","(b. ca. 1516, Lisboa, d. 1570, Lisboa)",https://www.wga.hu/bio/l/lopes/biograph.html,"
Portuguese painter, part of a family of artists, son of Gregório Lopes (c. 1490-1550). He was probably taught by his father and was particularly distinguished as a portraitist. He followed the example of the early Antwerp Mannerism that strongly characterized his father's work.



"
2929,"LÓPEZ Y PORTANA, Vicente","(b. 1772, Valencia, d. 1850, Madrid)",https://www.wga.hu/bio/l/lopez/father/biograph.html,"
Spanish painter. Primarily a portraitist, he was influenced by Mengs, whose style he continued into the 19th century."
2930,"LÓPEZ Y PIQUER, Bernardo","(b. 1801, Valencia, 1874, Madrid)",https://www.wga.hu/bio/l/lopez/son1/biograph.html,"
Spanish painter, the son of Vicente López y Portaña. He was a portraitist, active mainly in Valencia. He and his younger brother Luis were the pupils of their father and followed his style.



"
2931,"LÓPEZ Y PIQUER, Luis","(b. 1802, Valencia, d. 1865, Madrid)",https://www.wga.hu/bio/l/lopez/son2/biograph.html,"
Spanish painter, the son of Vicente López y Portaña. He was a portraitist, active mainly in Valencia. He and his elder brother Bernardo were the pupils of their father and followed his style.



"
2932,"LÓPEZ, Francisco",(active 1550 in Lisbon),https://www.wga.hu/bio/l/lopez_f/biograph.html,"
Spanish goldsmith, active in Lisbon. No biographical data are available about him.



"
2933,"LORCK, Melchior","(b. ca. 1526, Flensburg, d. ca. 1598, Silesia)",https://www.wga.hu/bio/l/lorck/biograph.html,"
Danish draughtsman, engraver, woodcut designer, painter, architect, surveyor and author. Facts about his highly productive career, which ranged from Denmark to Turkey, come primarily from an autobiographical letter of 1 January 1563 to King Frederick II of Denmark to whom he owed allegiance by birth; also from inscribed works, his letters and mostly unpublished material in archives in Vienna, Hamburg, Antwerp and Copenhagen."
2934,LORENTINO D'AREZZO,"(b. ca. 1430, Arezzo, d. 1506, Arezzo)",https://www.wga.hu/bio/l/lorentin/biograph.html,"
Lorentino d'Arezzo (Lorentino d'Angelo or Lorentino d'Andrea) was an Italian painter, a pupil of Piero della Francesca to whose style he remained true. He was active in Arezzo, where he did many paintings in imitation of Piero's style. He finished those works which Piero left incomplete when death surprised him.



"
2935,"LORENZETTI, Ambrogio","(b. ca. 1290, Siena, d. 1348, Siena)",https://www.wga.hu/bio/l/lorenzet/ambrogio/biograph.html,"
Lorenzetti, two 14th-century Italian painters who were brothers. Pietro and Ambrogio, born in Siena, belonged to the Sienese school dominated by the stylized Byzantine tradition developed by Duccio di Buoninsegna and Simone Martini. They were the first Sienese to adopt the dramatic quality of the Tuscan sculptor Giovanni Pisano and the naturalistic approach of the Florentine painter Giotto. In their experiments with three-dimensional, spatial arrangements, the brothers, particularly Ambrogio, foreshadowed the art of the Renaissance."
2936,"LORENZETTI, Pietro","(b. 1290, Siena, d. 1348, Siena)",https://www.wga.hu/bio/l/lorenzet/pietro/biograph.html,"
Lorenzetti, two 14th-century Italian painters who were brothers. Pietro and Ambrogio, born in Siena, belonged to the Sienese school dominated by the stylized Byzantine tradition developed by Duccio di Buoninsegna and Simone Martini. They were the first Sienese to adopt the dramatic quality of the Tuscan sculptor Giovanni Pisano and the naturalistic approach of the Florentine painter Giotto. In their experiments with three-dimensional, spatial arrangements, the brothers, particularly Ambrogio, foreshadowed the art of the Renaissance."
2937,"LORENZI, Battista di Domenico","(b. ca. 1527, Settignano, d. 1592, Pisa)",https://www.wga.hu/bio/l/lorenzi/battista/biograph.html,"
Italian sculptor and architect. He trained in the Florentine workshop of Baccio Bandinelli from 1540. Between 1558 and 1559 he collaborated with Vincenzo de' Rossi in Rome on a statue for the monument to Paul IV (destroyed). Battista had returned to Florence by 1563, when he undertook a cycle of the Four Seasons (completed c. 1570; untraced) for the residence in Paris of the abate Giovambattista Guadagni (d 1591). In 1564, the year of his election to the Florentine Accademia del Disegno, he provided a figure of Painting for Michelangelo's catafalque and for Michelangelo's tomb in Santa Croce, Florence, the bust of Michelangelo and the figure of Sculpture (later transformed into Painting). His terracotta model for Sculpture (Victoria and Albert Museum, London) differs considerably from the final more complex and monumental figure (completed 1574)."
